356.0,458.46747478235613
357.0,815.3136129017081
358.0,731.1071535267275
359.0,747.1756990398188
360.0,775.423460374501
361.0,648.3037687076074
362.0,689.6884009686543
363.0,727.3420357125207
364.0,766.5192546349957
365.0,675.6857028682404
366.0,680.8894682551633
367.0,813.0721037855232
368.0,622.3211826962097
369.0,642.2945102590925
370.0,694.4455711852894
371.0,666.9075983466494
372.0,613.1445817867868
373.0,695.9914423290072
374.0,730.1355064711327
375.0,743.1698367821111
376.0,709.9193894845126
377.0,788.4089845713189
378.0,986.2616074536475
379.0,815.7110703433596
380.0,812.6343613609329
381.0,858.250010514154
382.0,843.7228797126396
383.0,849.4719231068002
384.0,1331.6794669744504
385.0,868.745142301562
386.0,579.6476981319352
387.0,1144.074410040935
388.0,877.4578661179162
389.0,1325.2154926078945
390.0,924.259319363507
391.0,830.9529629416998
392.0,921.2246181929853
393.0,870.7869919420054
394.0,536.3972065573411
395.0,717.8108113030996
396.0,860.8152432217969
397.0,878.4995328662338
398.0,852.0556597647454
399.0,791.936737167905
400.0,785.596355701773
401.0,753.2354571457452
402.0,697.3121278777627
403.0,978.4832433734589
404.0,512.8115971282059
405.0,300.69678137996533
406.0,592.6218863776784
407.0,781.6705287730275
408.0,784.8852692063274
409.0,552.9306957770102
410.0,791.5642254689164
411.0,459.9680485542656
412.0,470.0658990196888
413.0,652.5041858658842
414.0,662.2823437556907
415.0,569.6956395389989
416.0,322.8211953041584
417.0,388.1749972457941
418.0,468.84575106849076
419.0,555.2324066003539
420.0,402.9260963984512
421.0,391.67338415161134
422.0,346.7442592026513
423.0,347.4509084563889
424.0,230.96611122576962
425.0,566.5885368703027
426.0,450.3189044519328
427.0,303.7615916055202
428.0,285.24472697916855
429.0,291.76180550934373
430.0,286.6939375953084
431.0,458.1906171003024
432.0,468.4255982471523
433.0,272.1372150397403
434.0,286.7835008647543
435.0,351.8027242031489
436.0,635.2924636039835
437.0,853.3175409257311
438.0,533.6659689797833
439.0,508.1188217181938
440.0,47.86474676653784
441.0,421.2854298307938
442.0,312.559722541536
443.0,466.4926044703559
444.0,455.71575924205797
445.0,550.3414282763815
446.0,589.5271799945754
447.0,572.7111229945599
448.0,459.0302975571328
449.0,589.9730452789638
450.0,610.117704442825
451.0,651.6182916328065
452.0,625.2955635383747
453.0,656.0077348392837
454.0,733.6566935456248
455.0,826.460384707459
456.0,933.8025666265767
