1899.0,
1910.0,512.0837202012614
1921.0,
1932.0,
1942.0,
1953.0,
1964.0,
1975.0,
1986.0,
1997.0,
2007.0,
2018.0,
2029.0,
2040.0,902.4015272536325
2050.0,379.58637279460805
2061.0,1227.6810972134313
2072.0,
2082.0,1092.145928531796
2093.0,466.5710867362084
2104.0,
2114.0,1101.2020032976902
2125.0,
2135.0,465.406324102277
2146.0,
2156.0,
2167.0,
2177.0,
2188.0,
2198.0,
2208.0,
2220.0,1211.3040510513636
2231.0,
2242.0,
2253.0,
2263.0,628.9859737684332
2274.0,
2284.0,568.5350493524701
2294.0,
2304.0,
2314.0,
2325.0,
2335.0,768.9728372759934
2345.0,
2355.0,
2365.0,395.311587382667
2376.0,
2386.0,
2396.0,
2406.0,
2417.0,1023.6931641054204
2427.0,
2437.0,
2448.0,300.2570313753266
2458.0,460.2179261762457
2468.0,
2478.0,
2489.0,
2499.0,
2509.0,365.59993276447034
2519.0,
2530.0,
2540.0,
2550.0,
2561.0,
2571.0,
2582.0,
2593.0,
2603.0,715.2510986952369
2613.0,
2624.0,
2635.0,344.20470303772237
2646.0,
2657.0,
2668.0,
2679.0,
2689.0,1459.4004995484631
2699.0,
2710.0,1158.291680242131
2719.0,
2730.0,1610.901376606695
2741.0,
2752.0,
2763.0,
2774.0,
2785.0,
2795.0,1170.3284567777246
2806.0,822.724574595229
2816.0,1621.4665058160128
2826.0,
2837.0,1051.376322214277
2847.0,
2857.0,
2868.0,
2879.0,
2889.0,400.69304261423946
2900.0,
2911.0,
2921.0,934.2191510989501
2932.0,650.7470391516109
2944.0,
2957.0,
2969.0,
2981.0,862.7954755957029
2991.0,1216.326679046476
3003.0,1178.7202042295564
3013.0,
3025.0,
3037.0,1572.610597053907
3048.0,
3060.0,1138.0934128164204
3071.0,792.9396037796269
3082.0,712.7925185806672
3092.0,41.600676257737774
3098.0,1385.4108434824273
3109.0,
3119.0,
3129.0,1009.0994343499142
3139.0,
3150.0,882.8253797073681
3160.0,563.9331978982271
3168.0,1390.0658959009552
3178.0,182.74480268431412
3188.0,842.8571387769674
3198.0,519.4860142004661
3209.0,
3214.0,
3223.0,
3235.0,
3245.0,
3257.0,
3269.0,
3280.0,
3291.0,
3302.0,
3313.0,
3324.0,660.9669793627579
3331.0,
3343.0,335.2172592035727
3353.0,
3364.0,
3375.0,
3380.0,
3391.0,261.0130439688259
3402.0,
3414.0,
