1899.0,487.96237755879
1910.0,
1921.0,
1932.0,
1942.0,
1953.0,621.131346143553
1964.0,521.6286729025685
1975.0,741.694150487887
1986.0,366.31307224994254
1997.0,
2007.0,226.4655657328559
2018.0,
2029.0,588.647662874123
2040.0,749.7307497457981
2050.0,
2061.0,666.5697351058087
2072.0,
2082.0,
2093.0,560.0504299904464
2104.0,
2114.0,504.77249183706056
2125.0,
2135.0,
2146.0,
2156.0,430.94381783813355
2167.0,
2177.0,1072.4286184471666
2188.0,
2198.0,
2208.0,1013.3564799885396
2220.0,1065.50873651083
2231.0,
2242.0,655.9485053154739
2253.0,176.03586936757884
2263.0,1214.2741461539033
2274.0,388.72855704025557
2284.0,1117.7233147988031
2294.0,
2304.0,687.1463202583485
2314.0,215.88502516511187
2325.0,
2335.0,1231.9850475561286
2345.0,
2355.0,
2365.0,
2376.0,
2386.0,
2396.0,1090.168265361698
2406.0,
2417.0,
2427.0,
2437.0,
2448.0,
2458.0,1103.2915578394654
2468.0,188.75582969590056
2478.0,
2489.0,581.562936992727
2499.0,
2509.0,
2519.0,
2530.0,
2540.0,
2550.0,357.08625899844367
2561.0,
2571.0,
2582.0,
2593.0,
2603.0,
2613.0,
2624.0,
2635.0,1424.2390212382911
2646.0,352.4689491887371
2657.0,
2668.0,1254.578140239496
2679.0,
2689.0,
2699.0,195.22383117629474
2710.0,577.877226718055
2719.0,
2730.0,1081.6461970538144
2741.0,
2752.0,
2763.0,
2774.0,
2785.0,
2795.0,1184.4564934872774
2806.0,
2816.0,495.9981587127531
2826.0,
2837.0,
2847.0,
2857.0,
2868.0,1167.2402525337086
2879.0,
2889.0,
2900.0,
2911.0,
2921.0,
2932.0,312.05314005018016
2944.0,
2957.0,388.37069196086117
2969.0,
2981.0,1205.8238601713883
2991.0,
3003.0,1172.5212564869264
3013.0,483.1349611152741
3025.0,
3037.0,1082.1381669434058
3048.0,
3060.0,
3071.0,
3082.0,537.0827601392954
3092.0,
3098.0,281.77617364649825
3109.0,
3119.0,
3129.0,1194.412773699989
3139.0,607.346374442829
3150.0,867.9739832197188
3160.0,
3168.0,1092.1417319340014
3178.0,
3188.0,
