356.0,
357.0,
358.0,
359.0,
360.0,
361.0,
362.0,
363.0,
364.0,
365.0,1468.2804389570288
366.0,969.133212531147
367.0,
368.0,
369.0,
370.0,
371.0,
372.0,
373.0,
374.0,
375.0,
376.0,
377.0,409.03167644448445
378.0,
379.0,
380.0,
381.0,136.84126427625438
382.0,908.6231101443249
383.0,396.0911471037541
384.0,
385.0,
386.0,
387.0,1392.4292328105141
388.0,1282.9514033628975
389.0,1649.8660434807357
390.0,
391.0,
392.0,919.1979255693176
393.0,
394.0,
395.0,725.5757768363079
396.0,
397.0,
398.0,1399.3679997956478
399.0,
400.0,1112.0724073277431
401.0,
402.0,
403.0,
404.0,1063.8396735732238
405.0,
406.0,
407.0,
408.0,
409.0,
410.0,1465.7300433968257
411.0,
412.0,
413.0,
414.0,
415.0,420.18695321633345
416.0,635.1208791267137
417.0,
418.0,
419.0,
420.0,
421.0,817.7362796484284
422.0,594.6976768883966
423.0,
424.0,
425.0,
426.0,
427.0,
428.0,
429.0,835.6347755909886
430.0,
431.0,1016.829761572083
432.0,
433.0,
434.0,1008.7496272528771
435.0,256.89273916866455
436.0,
437.0,
438.0,
439.0,
440.0,
441.0,
442.0,
443.0,
444.0,1328.9421048845002
445.0,
446.0,
447.0,585.317153597211
448.0,
449.0,
450.0,
451.0,662.937240526611
452.0,
453.0,921.3418521633216
454.0,
455.0,
456.0,
